"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",423398,825474
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1 - 4명",400353,523162
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5 - 9명",14272,91350
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10 - 19명",5650,74272
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","20 - 49명",2478,70182
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50 - 99명",456,31124
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100 - 299명",174,25112
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300 - 499명",12,4400
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500 - 999명",1,X
"전국","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000명 이상",2,X
"서울","전체 산업","계",848552,5044552
"서울","전체 산업","1 - 4명",695308,1111999
"서울","전체 산업","5 - 9명",87139,556577
"서울","전체 산업","10 - 19명",36141,473817
"서울","전체 산업","20 - 49명",18015,534167
"서울","전체 산업","50 - 99명",6521,453521
"서울","전체 산업","100 - 299명",3909,632038
"서울","전체 산업","300 - 499명",738,278522
"서울","전체 산업","500 - 999명",450,310129
"서울","전체 산업","1000명 이상",331,693782
"서울","농업, 임업 및 어업(01~03)","계",64,532
"서울","농업, 임업 및 어업(01~03)","1 - 4명",33,62
"서울","농업, 임업 및 어업(01~03)","5 - 9명",17,111
"서울","농업, 임업 및 어업(01~03)","10 - 19명",8,102
"서울","농업, 임업 및 어업(01~03)","20 - 49명",5,157
"서울","농업, 임업 및 어업(01~03)","100 - 299명",1,X
"서울","광업(05~08)","계",11,58
"서울","광업(05~08)","1 - 4명",7,14
"서울","광업(05~08)","5 - 9명",3,17
"서울","광업(05~08)","20 - 49명",1,X
"서울","제조업(10~34)","계",58865,245843
"서울","제조업(10~34)","1 - 4명",46983,89437
"서울","제조업(10~34)","5 - 9명",7932,50943
"서울","제조업(10~34)","10 - 19명",2577,33109
"서울","제조업(10~34)","20 - 49명",1011,29442
"서울","제조업(10~34)","50 - 99명",234,15589
"서울","제조업(10~34)","100 - 299명",108,16668
"서울","제조업(10~34)","300 - 499명",15,5547
"서울","제조업(10~34)","500 - 999명",3,2406
"서울","제조업(10~34)","1000명 이상",2,X
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","계",212,6020
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","1 - 4명",138,210
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","5 - 9명",21,134
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","10 - 19명",4,58
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","20 - 49명",11,361
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","50 - 99명",22,1670
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","100 - 299명",12,2168
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","300 - 499명",4,1419
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",498,9309
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","1 - 4명",234,505
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","5 - 9명",58,386
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","10 - 19명",71,1042
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","20 - 49명",91,3003
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50 - 99명",27,1756
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","100 - 299명",17,2617
"서울","건설업(41~42)","계",22878,383971
"서울","건설업(41~42)","1 - 4명",15063,25754
"서울","건설업(41~42)","5 - 9명",3617,23700
"서울","건설업(41~42)","10 - 19명",2057,27304
"서울","건설업(41~42)","20 - 49명",1180,35520
"서울","건설업(41~42)","50 - 99명",442,30691
"서울","건설업(41~42)","100 - 299명",342,57777
"서울","건설업(41~42)","300 - 499명",67,25160
"서울","건설업(41~42)","500 - 999명",59,42125
"서울","건설업(41~42)","1000명 이상",51,115940
"서울","도매 및 소매업(45~47)","계",226571,842008
"서울","도매 및 소매업(45~47)","1 - 4명",195613,312783
"서울","도매 및 소매업(45~47)","5 - 9명",19872,125326
"서울","도매 및 소매업(45~47)","10 - 19명",6587,85750
"서울","도매 및 소매업(45~47)","20 - 49명",2990,87139
"서울","도매 및 소매업(45~47)","50 - 99명",858,58564
"서울","도매 및 소매업(45~47)","100 - 299명",505,80188
"서울","도매 및 소매업(45~47)","300 - 499명",86,32098
"서울","도매 및 소매업(45~47)","500 - 999명",44,30088
"서울","도매 및 소매업(45~47)","1000명 이상",16,30072
"서울","운수 및 창고업(49~52)","계",95554,258778
"서울","운수 및 창고업(49~52)","1 - 4명",91993,96914
"서울","운수 및 창고업(49~52)","5 - 9명",1402,9075
"서울","운수 및 창고업(49~52)","10 - 19명",955,12752
"서울","운수 및 창고업(49~52)","20 - 49명",568,16981
"서울","운수 및 창고업(49~52)","50 - 99명",278,20270
"서울","운수 및 창고업(49~52)","100 - 299명",291,44469
"서울","운수 및 창고업(49~52)","300 - 499명",44,16060
"서울","운수 및 창고업(49~52)","500 - 999명",12,8237
"서울","운수 및 창고업(49~52)","1000명 이상",11,34020
"서울","숙박 및 음식점업(55~56)","계",138253,413361
"서울","숙박 및 음식점업(55~56)","1 - 4명",116683,209051
"서울","숙박 및 음식점업(55~56)","5 - 9명",16202,101319
"서울","숙박 및 음식점업(55~56)","10 - 19명",4267,53770
"서울","숙박 및 음식점업(55~56)","20 - 49명",930,25892
"서울","숙박 및 음식점업(55~56)","50 - 99명",121,7700
"서울","숙박 및 음식점업(55~56)","100 - 299명",35,6204
"서울","숙박 및 음식점업(55~56)","300 - 499명",6,2483
"서울","숙박 및 음식점업(55~56)","500 - 999명",7,4369
"서울","숙박 및 음식점업(55~56)","1000명 이상",2,X
"서울","정보통신업(58~63)","계",25273,370430
"서울","정보통신업(58~63)","1 - 4명",15435,28088
"서울","정보통신업(58~63)","5 - 9명",4118,26896
"서울","정보통신업(58~63)","10 - 19명",2591,34777
"서울","정보통신업(58~63)","20 - 49명",1837,54795
"서울","정보통신업(58~63)","50 - 99명",685,47696
"서울","정보통신업(58~63)","100 - 299명",468,80696
"서울","정보통신업(58~63)","300 - 499명",79,29324
"서울","정보통신업(58~63)","500 - 999명",43,28390
"서울","정보통신업(58~63)","1000명 이상",17,39768
"서울","금융 및 보험업(64~66)","계",11726,263159
"서울","금융 및 보험업(64~66)","1 - 4명",5450,9199
"서울","금융 및 보험업(64~66)","5 - 9명",1880,13199
"서울","금융 및 보험업(64~66)","10 - 19명",2429,32075
"서울","금융 및 보험업(64~66)","20 - 49명",1190,36490
"서울","금융 및 보험업(64~66)","50 - 99명",413,27846
"서울","금융 및 보험업(64~66)","100 - 299명",239,39259
"서울","금융 및 보험업(64~66)","300 - 499명",48,18045
"서울","금융 및 보험업(64~66)","500 - 999명",43,28385
"서울","금융 및 보험업(64~66)","1000명 이상",34,58661
"서울","부동산업(68)","계",44812,155049
"서울","부동산업(68)","1 - 4명",38471,59188
"서울","부동산업(68)","5 - 9명",4072,25733
"서울","부동산업(68)","10 - 19명",1464,19097
"서울","부동산업(68)","20 - 49명",578,16840
"서울","부동산업(68)","50 - 99명",129,8556
"서울","부동산업(68)","100 - 299명",74,12330
"서울","부동산업(68)","300 - 499명",14,5209
"서울","부동산업(68)","500 - 999명",8,5343
"서울","부동산업(68)","1000명 이상",2,X
"서울","전문, 과학 및 기술 서비스업(70~73)","계",47817,493941
"서울","전문, 과학 및 기술 서비스업(70~73)","1 - 4명",32907,61694
"서울","전문, 과학 및 기술 서비스업(70~73)","5 - 9명",8008,50897
"서울","전문, 과학 및 기술 서비스업(70~73)","10 - 19명",3546,47184
"서울","전문, 과학 및 기술 서비스업(70~73)","20 - 49명",1995,59365
"서울","전문, 과학 및 기술 서비스업(70~73)","50 - 99명",707,49532
"서울","전문, 과학 및 기술 서비스업(70~73)","100 - 299명",460,75327
"서울","전문, 과학 및 기술 서비스업(70~73)","300 - 499명",102,39327
"서울","전문, 과학 및 기술 서비스업(70~73)","500 - 999명",58,40679
"서울","전문, 과학 및 기술 서비스업(70~73)","1000명 이상",34,69936
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",17119,446390
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","1 - 4명",12031,21126
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","5 - 9명",1928,12465
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","10 - 19명",1059,14480
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","20 - 49명",905,27391
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50 - 99명",412,28726
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","100 - 299명",470,81482
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","300 - 499명",135,51899
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","500 - 999명",112,79961
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","1000명 이상",67,128860
"서울","공공행정, 국방 및 사회보장 행정(84)","계",1275,148209
"서울","공공행정, 국방 및 사회보장 행정(84)","1 - 4명",121,209
"서울","공공행정, 국방 및 사회보장 행정(84)","5 - 9명",50,382
"서울","공공행정, 국방 및 사회보장 행정(84)","10 - 19명",132,2089
"서울","공공행정, 국방 및 사회보장 행정(84)","20 - 49명",639,19089
"서울","공공행정, 국방 및 사회보장 행정(84)","50 - 99명",124,7777
"서울","공공행정, 국방 및 사회보장 행정(84)","100 - 299명",103,17558
"서울","공공행정, 국방 및 사회보장 행정(84)","300 - 499명",51,19909
"서울","공공행정, 국방 및 사회보장 행정(84)","500 - 999명",22,14930
"서울","공공행정, 국방 및 사회보장 행정(84)","1000명 이상",33,66266
"서울","교육 서비스업(85)","계",35347,334166
"서울","교육 서비스업(85)","1 - 4명",26152,44048
"서울","교육 서비스업(85)","5 - 9명",4477,28625
"서울","교육 서비스업(85)","10 - 19명",1985,26249
"서울","교육 서비스업(85)","20 - 49명",1164,35495
"서울","교육 서비스업(85)","50 - 99명",1167,84803
"서울","교육 서비스업(85)","100 - 299명",328,41492
"서울","교육 서비스업(85)","300 - 499명",30,10880
"서울","교육 서비스업(85)","500 - 999명",18,11801
"서울","교육 서비스업(85)","1000명 이상",26,50773
"서울","보건업 및 사회복지 서비스업(86~87)","계",29201,422929
"서울","보건업 및 사회복지 서비스업(86~87)","1 - 4명",13032,36480
"서울","보건업 및 사회복지 서비스업(86~87)","5 - 9명",8648,56447
"서울","보건업 및 사회복지 서비스업(86~87)","10 - 19명",4495,58860
"서울","보건업 및 사회복지 서비스업(86~87)","20 - 49명",1962,58308
"서울","보건업 및 사회복지 서비스업(86~87)","50 - 99명",645,44494
"서울","보건업 및 사회복지 서비스업(86~87)","100 - 299명",325,53850
"서울","보건업 및 사회복지 서비스업(86~87)","300 - 499명",45,16672
"서울","보건업 및 사회복지 서비스업(86~87)","500 - 999명",15,9654
"서울","보건업 및 사회복지 서비스업(86~87)","1000명 이상",34,88164
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","계",23235,76814
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","1 - 4명",20510,30134
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","5 - 9명",1735,10986
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","10 - 19명",597,7668
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","20 - 49명",253,7461
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","50 - 99명",79,5515
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","100 - 299명",48,7591
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","300 - 499명",7,2759
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","500 - 999명",5,3086
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","1000명 이상",1,X
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",69841,173585
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1 - 4명",64452,87103
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","5 - 9명",3099,19936
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","10 - 19명",1317,17451
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","20 - 49명",705,20411
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50 - 99명",178,12336
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","100 - 299명",83,12262
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","300 - 499명",5,1731
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","500 - 999명",1,X
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","1000명 이상",1,X
"부산","전체 산업","계",298386,1364302
"부산","전체 산업","1 - 4명",251237,398433
"부산","전체 산업","5 - 9명",27026,171915
"부산","전체 산업","10 - 19명",10926,143509
"부산","전체 산업","20 - 49명",5849,175927
"부산","전체 산업","50 - 99명",2135,146688
"부산","전체 산업","100 - 299명",957,150445
"부산","전체 산업","300 - 499명",122,45961
"부산","전체 산업","500 - 999명",95,64388
"부산","전체 산업","1000명 이상",39,67036
"부산","농업, 임업 및 어업(01~03)","계",102,3698
"부산","농업, 임업 및 어업(01~03)","1 - 4명",53,86
"부산","농업, 임업 및 어업(01~03)","5 - 9명",9,62
"부산","농업, 임업 및 어업(01~03)","10 - 19명",10,127
"부산","농업, 임업 및 어업(01~03)","20 - 49명",7,213
"부산","농업, 임업 및 어업(01~03)","50 - 99명",7,549
"부산","농업, 임업 및 어업(01~03)","100 - 299명",15,2213
"부산","농업, 임업 및 어업(01~03)","300 - 499명",1,X
"부산","광업(05~08)","계",15,77
"부산","광업(05~08)","1 - 4명",8,14
"부산","광업(05~08)","5 - 9명",4,25
"부산","광업(05~08)","10 - 19명",3,38
"부산","제조업(10~34)","계",31199,202308
"부산","제조업(10~34)","1 - 4명",22620,42717
"부산","제조업(10~34)","5 - 9명",4580,29704
"부산","제조업(10~34)","10 - 19명",2217,29219
"부산","제조업(10~34)","20 - 49명",1301,39041
"부산","제조업(10~34)","50 - 99명",323,22301
"부산","제조업(10~34)","100 - 299명",138,21558
"부산","제조업(10~34)","300 - 499명",9,3546
"부산","제조업(10~34)","500 - 999명",7,4281
"부산","제조업(10~34)","1000명 이상",4,9941
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","계",87,3954
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","1 - 4명",55,78
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","5 - 9명",8,47
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","10 - 19명",2,X
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","20 - 49명",8,246
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","50 - 99명",9,620
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","100 - 299명",1,X
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","300 - 499명",3,1212
"부산","전기, 가스, 증기 및 공기조절 공급업(35)","1000명 이상",1,X
"부산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",463,6903
"부산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","1 - 4명",202,458
"부산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","5 - 9명",90,610
